umdm,umam,type,base,ext,status,source
umd_700940,umd_700941,audio,scpa-031799-0001,.mp3,todo,DCR_Projects_Archive073 - Date 10252016/som/13153/Preservation Master/scpa-031799-0001.wav
umd_700943,umd_700944,audio,scpa-031800-0001,.mp3,todo,DCR_Projects_Archive073 - Date 10252016/som/12944/Preservation Master/scpa-031800-0001.wav
umd_700945,umd_700946,audio,scpa-031801-0001,.mp3,todo,DCR_Projects_Archive073 - Date 10252016/som/12944/Preservation Master/scpa-031801-0001.wav
umd_700947,umd_700949,audio,scpa-031802-0002,.mp3,todo,DCR_Projects_Archive073 - Date 10252016/som/13153/Preservation Master/scpa-031802-0002.wav
umd_700947,umd_700948,audio,scpa-031802-0001,.mp3,todo,DCR_Projects_Archive073 - Date 10252016/som/13153/Preservation Master/scpa-031802-0001.wav
umd_700950,umd_700951,audio,scpa-031803-0001,.mp3,todo,DCR_Projects_Archive073 - Date 10252016/som/12944/Preservation Master/scpa-031803-0001.wav
umd_700952,umd_700953,audio,scpa-031804-0001,.mp3,todo,DCR_Projects_Archive073 - Date 10252016/som/12944/Preservation Master/scpa-031804-0001.wav
umd_700954,umd_700955,audio,scpa-031805-0001,.mp3,todo,DCR_Projects_Archive073 - Date 10252016/som/12944/Preservation Master/scpa-031805-0001.wav
umd_700956,umd_700957,audio,scpa-031806-0001,.mp3,todo,DCR_Projects_Archive073 - Date 10252016/som/12944/Preservation Master/scpa-031806-0001.wav
umd_700958,umd_700959,audio,scpa-031807-0001,.mp3,todo,DCR_Projects_Archive073 - Date 10252016/som/12944/Preservation Master/scpa-031807-0001.wav
umd_700960,umd_700961,audio,scpa-031808-0001,.mp3,todo,DCR_Projects_Archive073 - Date 10252016/som/12944/Preservation Master/scpa-031808-0001.wav
umd_700962,umd_700963,audio,scpa-031809-0001,.mp3,todo,DCR_Projects_Archive073 - Date 10252016/som/13153/Preservation Master/scpa-031809-0001.wav
umd_700964,umd_700965,audio,scpa-031810-0001,.mp3,todo,DCR_Projects_Archive073 - Date 10252016/som/12944/Preservation Master/scpa-031810-0001.wav
umd_700966,umd_700967,audio,scpa-031811-0001,.mp3,todo,DCR_Projects_Archive073 - Date 10252016/som/12944/Preservation Master/scpa-031811-0001.wav
umd_700968,umd_700969,audio,scpa-031812-0001,.mp3,todo,DCR_Projects_Archive073 - Date 10252016/som/12944/Preservation Master/scpa-031812-0001.wav
umd_700970,umd_700971,audio,scpa-031813-0001,.mp3,todo,DCR_Projects_Archive073 - Date 10252016/som/12944/Preservation Master/scpa-031813-0001.wav
umd_700972,umd_700973,audio,scpa-031814-0001,.mp3,todo,DCR_Projects_Archive073 - Date 10252016/som/12944/Preservation Master/scpa-031814-0001.wav
umd_700974,umd_700975,audio,scpa-031815-0001,.mp3,todo,DCR_Projects_Archive073 - Date 10252016/som/12944/Preservation Master/scpa-031815-0001.wav
umd_700976,umd_700977,audio,scpa-031816-0001,.mp3,todo,DCR_Projects_Archive073 - Date 10252016/som/12944/Preservation Master/scpa-031816-0001.wav
umd_700978,umd_700979,audio,scpa-031817-0001,.mp3,todo,DCR_Projects_Archive073 - Date 10252016/som/12944/Preservation Master/scpa-031817-0001.wav
umd_700980,umd_700981,audio,scpa-031818-0001,.mp3,todo,DCR_Projects_Archive073 - Date 10252016/som/12944/Preservation Master/scpa-031818-0001.wav
umd_700982,umd_700983,audio,scpa-031819-0001,.mp3,todo,DCR_Projects_Archive073 - Date 10252016/som/12944/Preservation Master/scpa-031819-0001.wav
umd_700984,umd_700985,audio,scpa-031820-0001,.mp3,todo,DCR_Projects_Archive073 - Date 10252016/som/12944/Preservation Master/scpa-031820-0001.wav
umd_700986,umd_700987,audio,scpa-031821-0001,.mp3,todo,DCR_Projects_Archive073 - Date 10252016/som/12944/Preservation Master/scpa-031821-0001.wav
umd_700988,umd_700989,audio,scpa-031822-0001,.mp3,todo,DCR_Projects_Archive073 - Date 10252016/som/12944/Preservation Master/scpa-031822-0001.wav
umd_700990,umd_700991,audio,scpa-031823-0001,.mp3,todo,DCR_Projects_Archive073 - Date 10252016/som/12944/Preservation Master/scpa-031823-0001.wav
umd_700992,umd_700993,audio,scpa-031824-0001,.mp3,todo,DCR_Projects_Archive073 - Date 10252016/som/12944/Preservation Master/scpa-031824-0001.wav
umd_700994,umd_700995,audio,scpa-031825-0001,.mp3,todo,DCR_Projects_Archive073 - Date 10252016/som/12944/Preservation Master/scpa-031825-0001.wav
umd_700996,umd_700997,audio,scpa-031826-0001,.mp3,todo,DCR_Projects_Archive073 - Date 10252016/som/12944/Preservation Master/scpa-031826-0001.wav
umd_700998,umd_700999,audio,scpa-031827-0001,.mp3,todo,DCR_Projects_Archive073 - Date 10252016/som/12944/Preservation Master/scpa-031827-0001.wav
umd_701000,umd_701001,audio,scpa-031828-0001,.mp3,todo,DCR_Projects_Archive073 - Date 10252016/som/12944/Preservation Master/scpa-031828-0001.wav
umd_701002,umd_701003,audio,scpa-031829-0001,.mp3,todo,DCR_Projects_Archive073 - Date 10252016/som/12944/Preservation Master/scpa-031829-0001.wav
umd_701004,umd_701005,audio,scpa-031830-0001,.mp3,todo,DCR_Projects_Archive073 - Date 10252016/som/12944/Preservation Master/scpa-031830-0001.wav
umd_701006,umd_701007,audio,scpa-031831-0001,.mp3,todo,DCR_Projects_Archive073 - Date 10252016/som/12944/Preservation Master/scpa-031831-0001.wav
umd_701008,umd_701009,audio,scpa-031832-0001,.mp3,todo,DCR_Projects_Archive073 - Date 10252016/som/12944/Preservation Master/scpa-031832-0001.wav
umd_701010,umd_701011,audio,scpa-031833-0001,.mp3,todo,DCR_Projects_Archive073 - Date 10252016/som/12944/Preservation Master/scpa-031833-0001.wav
umd_701010,umd_701012,audio,scpa-031833-0002,.mp3,todo,DCR_Projects_Archive073 - Date 10252016/som/12944/Preservation Master/scpa-031833-0002.wav
umd_701013,umd_701014,audio,scpa-031834-0001,.mp3,todo,DCR_Projects_Archive073 - Date 10252016/som/12944/Preservation Master/scpa-031834-0001.wav
umd_701015,umd_701016,audio,scpa-031835-0001,.mp3,todo,DCR_Projects_Archive073 - Date 10252016/som/12944/Preservation Master/scpa-031835-0001.wav
umd_701017,umd_701018,audio,scpa-031836-0001,.mp3,todo,DCR_Projects_Archive073 - Date 10252016/som/12944/Preservation Master/scpa-031836-0001.wav
umd_701019,umd_701020,audio,scpa-031837-0001,.mp3,todo,DCR_Projects_Archive073 - Date 10252016/som/12944/Preservation Master/scpa-031837-0001.wav
umd_701021,umd_701022,audio,scpa-031838-0001,.mp3,todo,DCR_Projects_Archive073 - Date 10252016/som/12944/Preservation Master/scpa-031838-0001.wav
umd_701023,umd_701024,audio,scpa-031839-0001,.mp3,todo,DCR_Projects_Archive073 - Date 10252016/som/12944/Preservation Master/scpa-031839-0001.wav
umd_701025,umd_701026,audio,scpa-031840-0001,.mp3,todo,DCR_Projects_Archive073 - Date 10252016/som/12944/Preservation Master/scpa-031840-0001.wav
umd_701027,umd_701028,audio,scpa-031841-0001,.mp3,todo,DCR_Projects_Archive073 - Date 10252016/som/12944/Preservation Master/scpa-031841-0001.wav
umd_701029,umd_701030,audio,scpa-031842-0001,.mp3,todo,DCR_Projects_Archive073 - Date 10252016/som/12944/Preservation Master/scpa-031842-0001.wav
umd_701031,umd_701032,audio,scpa-031843-0001,.mp3,todo,DCR_Projects_Archive073 - Date 10252016/som/12944/Preservation Master/scpa-031843-0001.wav
umd_701033,umd_701034,audio,scpa-031844-0001,.mp3,todo,DCR_Projects_Archive073 - Date 10252016/som/12944/Preservation Master/scpa-031844-0001.wav
umd_701035,umd_701036,audio,scpa-031845-0001,.mp3,todo,DCR_Projects_Archive073 - Date 10252016/som/12944/Preservation Master/scpa-031845-0001.wav
umd_701037,umd_701038,audio,scpa-031846-0001,.mp3,todo,DCR_Projects_Archive073 - Date 10252016/som/13153/Preservation Master/scpa-031846-0001.wav
umd_701039,umd_701040,audio,scpa-031847-0001,.mp3,todo,DCR_Projects_Archive073 - Date 10252016/som/13153/Preservation Master/scpa-031847-0001.wav
umd_701041,umd_701042,audio,scpa-031848-0001,.mp3,todo,DCR_Projects_Archive073 - Date 10252016/som/13153/Preservation Master/scpa-031848-0001.wav
umd_701043,umd_701045,audio,scpa-031849-0002,.mp3,todo,DCR_Projects_Archive073 - Date 10252016/som/12948/Preservation Master/scpa-031849-0002.wav
umd_701043,umd_701046,audio,scpa-031849-0003,.mp3,todo,DCR_Projects_Archive073 - Date 10252016/som/12948/Preservation Master/scpa-031849-0003.wav
umd_701043,umd_701044,audio,scpa-031849-0001,.mp3,todo,DCR_Projects_Archive073 - Date 10252016/som/12948/Preservation Master/scpa-031849-0001.wav
umd_701047,umd_701048,audio,scpa-031850-0001,.mp3,todo,DCR_Projects_Archive073 - Date 10252016/som/13153/Preservation Master/scpa-031850-0001.wav
umd_701049,umd_701051,audio,scpa-031851-0002,.mp3,todo,DCR_Projects_Archive073 - Date 10252016/som/13153/Preservation Master/scpa-031851-0002.wav
umd_701049,umd_701050,audio,scpa-031851-0001,.mp3,todo,DCR_Projects_Archive073 - Date 10252016/som/13153/Preservation Master/scpa-031851-0001.wav
umd_701052,umd_701053,audio,scpa-031852-0001,.mp3,todo,DCR_Projects_Archive073 - Date 10252016/som/13153/Preservation Master/scpa-031852-0001.wav
umd_701052,umd_701054,audio,scpa-031852-0002,.mp3,todo,DCR_Projects_Archive073 - Date 10252016/som/13153/Preservation Master/scpa-031852-0002.wav
umd_701055,umd_701057,audio,scpa-031853-0002,.mp3,todo,DCR_Projects_Archive073 - Date 10252016/som/13153/Preservation Master/scpa-031853-0002.wav
umd_701055,umd_701056,audio,scpa-031853-0001,.mp3,todo,DCR_Projects_Archive073 - Date 10252016/som/13153/Preservation Master/scpa-031853-0001.wav
umd_701058,umd_701059,audio,scpa-031854-0001,.mp3,todo,DCR_Projects_Archive073 - Date 10252016/som/13153/Preservation Master/scpa-031854-0001.wav
umd_701060,umd_701061,audio,scpa-031855-0001,.mp3,todo,DCR_Projects_Archive073 - Date 10252016/som/13153/Preservation Master/scpa-031855-0001.wav
umd_701060,umd_701062,audio,scpa-031855-0002,.mp3,todo,DCR_Projects_Archive073 - Date 10252016/som/13153/Preservation Master/scpa-031855-0002.wav
umd_701063,umd_701064,audio,scpa-031856-0001,.mp3,todo,DCR_Projects_Archive073 - Date 10252016/som/13153/Preservation Master/scpa-031856-0001.wav
umd_701063,umd_701065,audio,scpa-031856-0002,.mp3,todo,DCR_Projects_Archive073 - Date 10252016/som/13153/Preservation Master/scpa-031856-0002.wav
umd_701066,umd_701067,audio,scpa-031857-0001,.mp3,todo,DCR_Projects_Archive073 - Date 10252016/som/13153/Preservation Master/scpa-031857-0001.wav
umd_701066,umd_701068,audio,scpa-031857-0002,.mp3,todo,DCR_Projects_Archive073 - Date 10252016/som/13153/Preservation Master/scpa-031857-0002.wav
umd_701069,umd_701070,audio,scpa-031858-0001,.mp3,todo,DCR_Projects_Archive073 - Date 10252016/som/13153/Preservation Master/scpa-031858-0001.wav
umd_701071,umd_701073,audio,scpa-031859-0002,.mp3,todo,DCR_Projects_Archive073 - Date 10252016/som/13153/Preservation Master/scpa-031859-0002.wav
umd_701071,umd_701072,audio,scpa-031859-0001,.mp3,todo,DCR_Projects_Archive073 - Date 10252016/som/13153/Preservation Master/scpa-031859-0001.wav
umd_701074,umd_701075,audio,scpa-031860-0001,.mp3,todo,DCR_Projects_Archive073 - Date 10252016/som/13153/Preservation Master/scpa-031860-0001.wav
umd_701074,umd_701076,audio,scpa-031860-0002,.mp3,todo,DCR_Projects_Archive073 - Date 10252016/som/13153/Preservation Master/scpa-031860-0002.wav
umd_701077,umd_701078,audio,scpa-031861-0001,.mp3,todo,DCR_Projects_Archive073 - Date 10252016/som/13152/Preservation Master/scpa-031861-0001.wav
umd_701077,umd_701079,audio,scpa-031861-0002,.mp3,todo,DCR_Projects_Archive073 - Date 10252016/som/13152/Preservation Master/scpa-031861-0002.wav
umd_701080,umd_701081,audio,scpa-031862-0001,.mp3,todo,DCR_Projects_Archive073 - Date 10252016/som/12948/Preservation Master/scpa-031862-0001.wav
umd_701082,umd_701083,audio,scpa-031863-0001,.mp3,todo,DCR_Projects_Archive073 - Date 10252016/som/13152/Preservation Master/scpa-031863-0001.wav
umd_701084,umd_701085,audio,scpa-031864-0001,.mp3,todo,DCR_Projects_Archive073 - Date 10252016/som/13152/Preservation Master/scpa-031864-0001.wav
umd_701084,umd_701086,audio,scpa-031864-0002,.mp3,todo,DCR_Projects_Archive073 - Date 10252016/som/13152/Preservation Master/scpa-031864-0002.wav
umd_701087,umd_701088,audio,scpa-031865-0001,.mp3,todo,DCR_Projects_Archive073 - Date 10252016/som/13152/Preservation Master/scpa-031865-0001.wav
umd_701089,umd_701090,audio,scpa-031866-0001,.mp3,todo,DCR_Projects_Archive073 - Date 10252016/som/13152/Preservation Master/scpa-031866-0001.wav
umd_701089,umd_701091,audio,scpa-031866-0002,.mp3,todo,DCR_Projects_Archive073 - Date 10252016/som/13152/Preservation Master/scpa-031866-0002.wav
umd_701092,umd_701093,audio,scpa-031867-0001,.mp3,todo,DCR_Projects_Archive073 - Date 10252016/som/13152/Preservation Master/scpa-031867-0001.wav
umd_701094,umd_701095,audio,scpa-031868-0001,.mp3,todo,DCR_Projects_Archive073 - Date 10252016/som/13152/Preservation Master/scpa-031868-0001.wav
umd_701094,umd_701096,audio,scpa-031868-0002,.mp3,todo,DCR_Projects_Archive073 - Date 10252016/som/13152/Preservation Master/scpa-031868-0002.wav
umd_701097,umd_701098,audio,scpa-031869-0001,.mp3,todo,DCR_Projects_Archive073 - Date 10252016/som/13152/Preservation Master/scpa-031869-0001.wav
umd_701099,umd_701100,audio,scpa-031870-0001,.mp3,todo,DCR_Projects_Archive073 - Date 10252016/som/13152/Preservation Master/scpa-031870-0001.wav
umd_701101,umd_701102,audio,scpa-031871-0001,.mp3,todo,DCR_Projects_Archive073 - Date 10252016/som/13152/Preservation Master/scpa-031871-0001.wav
umd_701103,umd_701104,audio,scpa-031872-0001,.mp3,todo,DCR_Projects_Archive073 - Date 10252016/som/13152/Preservation Master/scpa-031872-0001.wav
umd_701105,umd_701106,audio,scpa-031873-0001,.mp3,todo,DCR_Projects_Archive073 - Date 10252016/som/13152/Preservation Master/scpa-031873-0001.wav
umd_701107,umd_701108,audio,scpa-031874-0001,.mp3,todo,DCR_Projects_Archive073 - Date 10252016/som/13152/Preservation Master/scpa-031874-0001.wav
umd_701109,umd_701110,audio,scpa-031875-0001,.mp3,todo,DCR_Projects_Archive073 - Date 10252016/som/13152/Preservation Master/scpa-031875-0001.wav
umd_701111,umd_701112,audio,scpa-031876-0001,.mp3,todo,DCR_Projects_Archive073 - Date 10252016/som/13152/Preservation Master/scpa-031876-0001.wav
umd_701113,umd_701114,audio,scpa-031877-0001,.mp3,todo,DCR_Projects_Archive073 - Date 10252016/som/13152/Preservation Master/scpa-031877-0001.wav
umd_701115,umd_701116,audio,scpa-031878-0001,.mp3,todo,DCR_Projects_Archive073 - Date 10252016/som/13152/Preservation Master/scpa-031878-0001.wav
umd_701115,umd_701117,audio,scpa-031878-0002,.mp3,todo,DCR_Projects_Archive073 - Date 10252016/som/13152/Preservation Master/scpa-031878-0002.wav
umd_701118,umd_701120,audio,scpa-031879-0002,.mp3,todo,DCR_Projects_Archive073 - Date 10252016/som/13152/Preservation Master/scpa-031879-0002.wav
umd_701118,umd_701119,audio,scpa-031879-0001,.mp3,todo,DCR_Projects_Archive073 - Date 10252016/som/13152/Preservation Master/scpa-031879-0001.wav
umd_701121,umd_701122,audio,scpa-031880-0001,.mp3,todo,DCR_Projects_Archive073 - Date 10252016/som/13152/Preservation Master/scpa-031880-0001.wav
umd_701123,umd_701124,audio,scpa-031881-0001,.mp3,todo,DCR_Projects_Archive073 - Date 10252016/som/13152/Preservation Master/scpa-031881-0001.wav
umd_701123,umd_701125,audio,scpa-031881-0002,.mp3,todo,DCR_Projects_Archive073 - Date 10252016/som/13152/Preservation Master/scpa-031881-0002.wav
umd_701126,umd_701127,audio,scpa-031882-0001,.mp3,todo,DCR_Projects_Archive073 - Date 10252016/som/13152/Preservation Master/scpa-031882-0001.wav
umd_701126,umd_701128,audio,scpa-031882-0002,.mp3,todo,DCR_Projects_Archive073 - Date 10252016/som/13152/Preservation Master/scpa-031882-0002.wav
umd_701129,umd_701131,audio,scpa-031883-0002,.mp3,todo,DCR_Projects_Archive073 - Date 10252016/som/13152/Preservation Master/scpa-031883-0002.wav
umd_701129,umd_701130,audio,scpa-031883-0001,.mp3,todo,DCR_Projects_Archive073 - Date 10252016/som/13152/Preservation Master/scpa-031883-0001.wav
umd_701132,umd_701133,audio,scpa-031884-0001,.mp3,todo,DCR_Projects_Archive073 - Date 10252016/som/13152/Preservation Master/scpa-031884-0001.wav
umd_701134,umd_701135,audio,scpa-031885-0001,.mp3,todo,DCR_Projects_Archive073 - Date 10252016/som/13152/Preservation Master/scpa-031885-0001.wav
umd_701134,umd_701136,audio,scpa-031885-0002,.mp3,todo,DCR_Projects_Archive073 - Date 10252016/som/13152/Preservation Master/scpa-031885-0002.wav
umd_701137,umd_701138,audio,scpa-031886-0001,.mp3,todo,DCR_Projects_Archive073 - Date 10252016/som/13152/Preservation Master/scpa-031886-0001.wav
umd_701139,umd_701140,audio,scpa-031887-0001,.mp3,todo,DCR_Projects_Archive073 - Date 10252016/som/13152/Preservation Master/scpa-031887-0001.wav
umd_701139,umd_701141,audio,scpa-031887-0002,.mp3,todo,DCR_Projects_Archive073 - Date 10252016/som/13152/Preservation Master/scpa-031887-0002.wav
umd_701142,umd_701143,audio,scpa-031888-0001,.mp3,todo,DCR_Projects_Archive073 - Date 10252016/som/13152/Preservation Master/scpa-031888-0001.wav
umd_701144,umd_701146,audio,scpa-031889-0002,.mp3,todo,DCR_Projects_Archive073 - Date 10252016/som/13152/Preservation Master/scpa-031889-0002.wav
umd_701144,umd_701145,audio,scpa-031889-0001,.mp3,todo,DCR_Projects_Archive073 - Date 10252016/som/13152/Preservation Master/scpa-031889-0001.wav
umd_701147,umd_701148,audio,scpa-031890-0001,.mp3,todo,DCR_Projects_Archive073 - Date 10252016/som/13152/Preservation Master/scpa-031890-0001.wav
umd_701147,umd_701149,audio,scpa-031890-0002,.mp3,todo,DCR_Projects_Archive073 - Date 10252016/som/13152/Preservation Master/scpa-031890-0002.wav
umd_701150,umd_701152,audio,scpa-031891-0002,.mp3,todo,DCR_Projects_Archive073 - Date 10252016/som/13152/Preservation Master/scpa-031891-0002.wav
umd_701150,umd_701151,audio,scpa-031891-0001,.mp3,todo,DCR_Projects_Archive073 - Date 10252016/som/13152/Preservation Master/scpa-031891-0001.wav
umd_701153,umd_701155,audio,scpa-031892-0002,.mp3,todo,DCR_Projects_Archive073 - Date 10252016/som/13152/Preservation Master/scpa-031892-0002.wav
umd_701153,umd_701154,audio,scpa-031892-0001,.mp3,todo,DCR_Projects_Archive073 - Date 10252016/som/13152/Preservation Master/scpa-031892-0001.wav
umd_701156,umd_701158,audio,scpa-031893-0002,.mp3,todo,DCR_Projects_Archive073 - Date 10252016/som/13152/Preservation Master/scpa-031893-0002.wav
umd_701156,umd_701157,audio,scpa-031893-0001,.mp3,todo,DCR_Projects_Archive073 - Date 10252016/som/13152/Preservation Master/scpa-031893-0001.wav
umd_701159,umd_701161,audio,scpa-031894-0002,.mp3,todo,DCR_Projects_Archive073 - Date 10252016/som/13152/Preservation Master/scpa-031894-0002.wav
umd_701159,umd_701160,audio,scpa-031894-0001,.mp3,todo,DCR_Projects_Archive073 - Date 10252016/som/13152/Preservation Master/scpa-031894-0001.wav
umd_701162,umd_701163,audio,scpa-031895-0001,.mp3,todo,DCR_Projects_Archive073 - Date 10252016/som/13152/Preservation Master/scpa-031895-0001.wav
umd_701162,umd_701164,audio,scpa-031895-0002,.mp3,todo,DCR_Projects_Archive073 - Date 10252016/som/13152/Preservation Master/scpa-031895-0002.wav
umd_701165,umd_701167,audio,scpa-031896-0002,.mp3,todo,DCR_Projects_Archive073 - Date 10252016/som/13152/Preservation Master/scpa-031896-0002.wav
umd_701165,umd_701166,audio,scpa-031896-0001,.mp3,todo,DCR_Projects_Archive073 - Date 10252016/som/13152/Preservation Master/scpa-031896-0001.wav
umd_701168,umd_701169,audio,scpa-031897-0001,.mp3,todo,DCR_Projects_Archive073 - Date 10252016/som/13152/Preservation Master/scpa-031897-0001.wav
umd_701168,umd_701170,audio,scpa-031897-0002,.mp3,todo,DCR_Projects_Archive073 - Date 10252016/som/13152/Preservation Master/scpa-031897-0002.wav
umd_701171,umd_701173,audio,scpa-031898-0002,.mp3,todo,DCR_Projects_Archive073 - Date 10252016/som/13152/Preservation Master/scpa-031898-0002.wav
umd_701171,umd_701172,audio,scpa-031898-0001,.mp3,todo,DCR_Projects_Archive073 - Date 10252016/som/13152/Preservation Master/scpa-031898-0001.wav
umd_701174,umd_701175,audio,scpa-031899-0001,.mp3,todo,DCR_Projects_Archive073 - Date 10252016/som/13152/Preservation Master/scpa-031899-0001.wav
umd_701174,umd_701176,audio,scpa-031899-0002,.mp3,todo,DCR_Projects_Archive073 - Date 10252016/som/13152/Preservation Master/scpa-031899-0002.wav
umd_701177,umd_701179,audio,scpa-031900-0002,.mp3,todo,DCR_Projects_Archive073 - Date 10252016/som/13152/Preservation Master/scpa-031900-0002.wav
umd_701177,umd_701178,audio,scpa-031900-0001,.mp3,todo,DCR_Projects_Archive073 - Date 10252016/som/13152/Preservation Master/scpa-031900-0001.wav
umd_701180,umd_701182,audio,scpa-031901-0002,.mp3,todo,DCR_Projects_Archive073 - Date 10252016/som/13152/Preservation Master/scpa-031901-0002.wav
umd_701180,umd_701181,audio,scpa-031901-0001,.mp3,todo,DCR_Projects_Archive073 - Date 10252016/som/13152/Preservation Master/scpa-031901-0001.wav
umd_701183,umd_701184,audio,scpa-031902-0001,.mp3,todo,DCR_Projects_Archive073 - Date 10252016/som/13152/Preservation Master/scpa-031902-0001.wav
umd_701183,umd_701185,audio,scpa-031902-0002,.mp3,todo,DCR_Projects_Archive073 - Date 10252016/som/13152/Preservation Master/scpa-031902-0002.wav
umd_701186,umd_701188,audio,scpa-031903-0002,.mp3,todo,DCR_Projects_Archive073 - Date 10252016/som/13152/Preservation Master/scpa-031903-0002.wav
umd_701186,umd_701187,audio,scpa-031903-0001,.mp3,todo,DCR_Projects_Archive073 - Date 10252016/som/13152/Preservation Master/scpa-031903-0001.wav
umd_701189,umd_701190,audio,scpa-031904-0001,.mp3,todo,DCR_Projects_Archive073 - Date 10252016/som/13152/Preservation Master/scpa-031904-0001.wav
umd_701189,umd_701191,audio,scpa-031904-0002,.mp3,todo,DCR_Projects_Archive073 - Date 10252016/som/13152/Preservation Master/scpa-031904-0002.wav
umd_701192,umd_701193,audio,scpa-031905-0001,.mp3,todo,DCR_Projects_Archive073 - Date 10252016/som/13152/Preservation Master/scpa-031905-0001.wav
umd_701192,umd_701194,audio,scpa-031905-0002,.mp3,todo,DCR_Projects_Archive073 - Date 10252016/som/13152/Preservation Master/scpa-031905-0002.wav
umd_701195,umd_701196,audio,scpa-031906-0001,.mp3,todo,DCR_Projects_Archive073 - Date 10252016/som/13152/Preservation Master/scpa-031906-0001.wav
umd_701195,umd_701197,audio,scpa-031906-0002,.mp3,todo,DCR_Projects_Archive073 - Date 10252016/som/13152/Preservation Master/scpa-031906-0002.wav
umd_701198,umd_701200,audio,scpa-031907-0002,.mp3,todo,DCR_Projects_Archive073 - Date 10252016/som/13152/Preservation Master/scpa-031907-0002.wav
umd_701198,umd_701199,audio,scpa-031907-0001,.mp3,todo,DCR_Projects_Archive073 - Date 10252016/som/13152/Preservation Master/scpa-031907-0001.wav
umd_701201,umd_701202,audio,scpa-031908-0001,.mp3,todo,DCR_Projects_Archive073 - Date 10252016/som/13152/Preservation Master/scpa-031908-0001.wav
umd_701201,umd_701203,audio,scpa-031908-0002,.mp3,todo,DCR_Projects_Archive073 - Date 10252016/som/13152/Preservation Master/scpa-031908-0002.wav
umd_701204,umd_701205,audio,scpa-031909-0001,.mp3,todo,DCR_Projects_Archive073 - Date 10252016/som/13153/Preservation Master/scpa-031909-0001.wav
umd_701204,umd_701206,audio,scpa-031909-0002,.mp3,todo,DCR_Projects_Archive073 - Date 10252016/som/13153/Preservation Master/scpa-031909-0002.wav
umd_701207,umd_701209,audio,scpa-031910-0002,.mp3,todo,DCR_Projects_Archive073 - Date 10252016/som/13152/Preservation Master/scpa-031910-0002.wav
umd_701207,umd_701208,audio,scpa-031910-0001,.mp3,todo,DCR_Projects_Archive073 - Date 10252016/som/13152/Preservation Master/scpa-031910-0001.wav
umd_701210,umd_701211,audio,scpa-031911-0001,.mp3,todo,DCR_Projects_Archive073 - Date 10252016/som/13152/Preservation Master/scpa-031911-0001.wav
umd_701210,umd_701212,audio,scpa-031911-0002,.mp3,todo,DCR_Projects_Archive073 - Date 10252016/som/13152/Preservation Master/scpa-031911-0002.wav
umd_701213,umd_701214,audio,scpa-031912-0001,.mp3,todo,DCR_Projects_Archive073 - Date 10252016/som/13152/Preservation Master/scpa-031912-0001.wav
umd_701213,umd_701215,audio,scpa-031912-0002,.mp3,todo,DCR_Projects_Archive073 - Date 10252016/som/13152/Preservation Master/scpa-031912-0002.wav
umd_701216,umd_701217,audio,scpa-031913-0001,.mp3,todo,DCR_Projects_Archive073 - Date 10252016/som/13152/Preservation Master/scpa-031913-0001.wav
umd_701216,umd_701218,audio,scpa-031913-0002,.mp3,todo,DCR_Projects_Archive073 - Date 10252016/som/13152/Preservation Master/scpa-031913-0002.wav
umd_701219,umd_701221,audio,scpa-031914-0002,.mp3,todo,DCR_Projects_Archive073 - Date 10252016/som/12947/Preservation Master/scpa-031914-0002.wav
umd_701219,umd_701220,audio,scpa-031914-0001,.mp3,todo,DCR_Projects_Archive073 - Date 10252016/som/12947/Preservation Master/scpa-031914-0001.wav
umd_701222,umd_701223,audio,scpa-031915-0001,.mp3,todo,DCR_Projects_Archive073 - Date 10252016/som/13152/Preservation Master/scpa-031915-0001.wav
umd_701224,umd_701225,audio,scpa-031916-0001,.mp3,todo,DCR_Projects_Archive073 - Date 10252016/som/13152/Preservation Master/scpa-031916-0001.wav
umd_701224,umd_701226,audio,scpa-031916-0002,.mp3,todo,DCR_Projects_Archive073 - Date 10252016/som/13152/Preservation Master/scpa-031916-0002.wav
umd_701227,umd_701228,audio,scpa-031917-0001,.mp3,todo,DCR_Projects_Archive073 - Date 10252016/som/13152/Preservation Master/scpa-031917-0001.wav
umd_701227,umd_701229,audio,scpa-031917-0002,.mp3,todo,DCR_Projects_Archive073 - Date 10252016/som/13152/Preservation Master/scpa-031917-0002.wav
umd_701230,umd_701231,audio,scpa-031918-0001,.mp3,todo,DCR_Projects_Archive073 - Date 10252016/som/13152/Preservation Master/scpa-031918-0001.wav
umd_701232,umd_701233,audio,scpa-031919-0001,.mp3,todo,DCR_Projects_Archive073 - Date 10252016/som/13152/Preservation Master/scpa-031919-0001.wav
umd_701234,umd_701235,audio,scpa-031920-0001,.mp3,todo,DCR_Projects_Archive073 - Date 10252016/som/13152/Preservation Master/scpa-031920-0001.wav
umd_701234,umd_701236,audio,scpa-031920-0002,.mp3,todo,DCR_Projects_Archive073 - Date 10252016/som/13152/Preservation Master/scpa-031920-0002.wav
umd_701237,umd_701239,audio,scpa-031921-0002,.mp3,todo,DCR_Projects_Archive073 - Date 10252016/som/13152/Preservation Master/scpa-031921-0002.wav
umd_701237,umd_701238,audio,scpa-031921-0001,.mp3,todo,DCR_Projects_Archive073 - Date 10252016/som/13152/Preservation Master/scpa-031921-0001.wav
